"Station"	"Season"	"MT5"	"MT95"	"MTX5"	"MTX95"	"MTN5"	"MTN95"	"RRR5Y"	"FF5Y"
3865	"autumn"	0	7.31	0	11	0	7.57	74.74	12.93
3866	"winter"	0	5.2	0	6.9	0	5.7	59.41	20.54
3866	"spring"	0	5.6	0	6.1	0	7.22	90.18	18.17
3866	"summer"	0	4.66	0	5.16	0	6.2	66.63	17
3866	"autumn"	0	5.72	0	7.3	0	6.4	101.57	19.11
3872	"winter"	0.05	6.55	0	10.05	0	6.61	104.27	17.16
3872	"spring"	0.05	6.35	0	8.3	0	7.5	33.76	16.17
3872	"summer"	0.05	4.9	0	7	0	6.77	84.92	16.2
3872	"autumn"	0	7.07	0	10.49	0	7.21	83.58	15.22
3876	"winter"	0.05	7	0	10.67	0	7.1	86.4	33.14
3876	"spring"	0	6.26	0	8.8	0	7.9	36.52	21.78
3876	"summer"	0	5.25	0	8.1	0	6.9	81.26	18.15
3876	"autumn"	0.05	7.17	0	11.36	0	7.17	58.02	20.78
3882	"winter"	0.04	6.27	0	9.11	0	6.88	48.46	11.9
3882	"spring"	0	6.7	0	7.7	0	8.86	71.98	9.78
3882	"summer"	0	5.18	0	6.74	0	8.2	84.21	8.49
3882	"autumn"	0	7.15	0	10.2	0	8.1	67.01	9.81
3894	"winter"	0	5.13	0	7.25	0	5.45	59.38	16.81
3894	"spring"	0.05	5.45	0	6.8	0	7.59	79.03	18.24
3894	"summer"	0	4.5	0	5.45	0	7	119.72	13.85
3894	"autumn"	0.05	5.25	0	6.62	0	6.2	103.15	15.42
3895	"winter"	0	5.65	0	8.48	0	5.9	113.63	16.83
3895	"spring"	0	5.8	0	7.2	0	8.2	67.98	17.43
3895	"summer"	0	5.34	0	5.69	0	8.39	52	14.34
3895	"autumn"	0	5.54	0	7.09	0	7.7	42.06	15.77
3903	"winter"	0.05	6.7	0	9.5	0	7	43.72	11.71
3903	"spring"	0	6.15	0	8.2	0	7.1	34.38	10.23
3903	"summer"	0	4.8	0	7.5	0.1	6.88	67.06	10.06
3903	"autumn"	0.05	6.49	0.09	9.21	0	6.74	76.03	11.12
3904	"winter"	0.05	7.2	0	10.2	0	7.48	56.05	17.41
3904	"spring"	0.05	6.83	0	10.02	0	7.79	48.94	12.12
3904	"summer"	0	5.47	0	8.8	0	7.3	107.45	10.61
3904	"autumn"	0	7.15	0.08	10.54	0	7.5	61	13.43
3908	"winter"	0	6.41	0	8.63	0	7	42.91	19.15
3908	"spring"	0.05	5.81	0	7.9	0	7.4	86.85	18.41
3908	"summer"	0	4.8	0	7.13	0	6.48	39.14	12.58
3908	"autumn"	0.05	6.11	0	8.55	0	7.1	54.59	13.66
3911	"winter"	0.05	5.99	0	8.3	0	7.2	53.38	24.9
3911	"spring"	0	5.72	0	7.8	0	7.78	91.89	16.34
3911	"summer"	0	4.83	0	6.8	0	6.82	110.36	11.19
3911	"autumn"	0	6.5	0	8.47	0	6.78	93.31	19.21
3915	"winter"	0	5.96	0	7.9	0	7	68.6	31.9
3915	"spring"	0.05	5.98	0	7.62	0	7.43	49.77	26.06
3915	"summer"	0	4.8	0	6.91	0	6.6	133.8	20.64
3915	"autumn"	0.05	6.5	0	8.42	0	7.02	55.02	26.36
3916	"winter"	0	5.84	0	7.6	0	7.1	76.09	17.46
3916	"spring"	0	6.24	0	7.5	0	7.7	141.71	28.9
3916	"summer"	0	5.05	0	6.9	0	7.3	117.95	14.18
3916	"autumn"	0.05	5.94	0	8	0	7.03	55.65	12.81
3917	"winter"	0	6.24	0	8.57	0	7	39.82	18.12
3917	"spring"	0.05	6	0	7.8	0	7.23	87.52	16.56
3917	"summer"	0	4.71	0	6.7	0	6.61	123.4	12.5
3917	"autumn"	0.05	6.38	0	8.4	0	7.05	52.67	14.52
3923	"winter"	0.05	6.01	0	7.5	0	7.4	85.17	12.91
3923	"spring"	0.05	5.98	0	7.23	0	7.1	46.33	11.76
3923	"summer"	0	4.92	0	6.1	0	6.6	85.96	11.27
3923	"autumn"	0	6.15	0	8.3	0	6.7	70.95	14.39
3924	"winter"	0	6.5	0	8	0	7	NA	13.46
3924	"spring"	0	5	0	7	0	7	NA	13.28
3924	"summer"	0	4.5	0	5.34	0	6	NA	11.17
3924	"autumn"	0	6	0	8	0	7	NA	14.82
3952	"winter"	0	5.22	0	7.2	0	5.8	89.17	21.56
3952	"spring"	0	5.56	0	6.6	0	6.3	59.77	16.89
3952	"summer"	0	3.69	0	4.7	0	5.26	94.82	18.84
3952	"autumn"	0	5.51	0	7.2	0	5.99	103.51	19.2
3953	"winter"	0	5.75	0	8.4	0	5.3	69.29	19.35
3953	"spring"	0	5.45	0	7.9	0	6.71	69.78	14.91
3953	"summer"	0	3.95	0	6.4	0	5.8	155.23	13.24
3953	"autumn"	0	5.28	0	8.1	0	5.65	142.85	21.74
3955	"winter"	0.05	5.57	0	7.8	0	6.2	62.37	20.47
3955	"spring"	0	6.05	0	7.3	0	7.4	69.24	15.91
3955	"summer"	0	4.15	0	5.6	0	5.5	96.38	17.61
3955	"autumn"	0.02	5.68	0	7.65	0	6.64	69.43	17.64
3957	"winter"	0	5.37	0	7.51	0	5.5	67.13	30.28
3957	"spring"	0	5.36	0	6.5	0	6.2	38.01	25.04
3957	"summer"	0	3.85	0	5.2	0	5.3	129.17	18.23
3957	"autumn"	0.05	5.64	0	7.4	0	5.82	52.2	24
3960	"winter"	0.05	7.05	0	10.75	0	6.95	42.15	19.43
3960	"spring"	0.05	6.75	0	9.4	0	6.95	77.03	11.89
3960	"summer"	0	5.07	0	8.2	0	6.2	82.89	13.57
3960	"autumn"	0.05	7.59	0.1	11.23	0	7.2	56.4	13.32
3962	"winter"	0	6.15	0	8.6	0	6.9	47.85	20.01
3962	"spring"	0	5.73	0	7.8	0	7.32	67.64	15.32
3962	"summer"	0	4.16	0	6.1	0	6.1	67.16	14.24
3962	"autumn"	0	6.43	0	8.5	0	7.2	45.07	16.16
3965	"winter"	0.05	6.51	0	9.33	0	7.3	85.31	20.15
3965	"spring"	0.01	6.19	0	8.18	0	7.3	25.32	11.46
3965	"summer"	0	5	0	7.83	0	6.09	57.01	10.95
3965	"autumn"	0	6.58	0	9.82	0	7.07	38.08	10.24
3967	"winter"	0.05	7	0	9.8	0	7.5	74.29	16.26
3967	"spring"	0.05	6.48	0	9.1	0	7.3	77.73	14.38
3967	"summer"	0	5.3	0	8	0	6.6	54.24	12.84
3967	"autumn"	0.05	7.15	0	9.7	0	7.4	183.62	15.52
3969	"winter"	0.05	6.68	0.1	9.3	0	7.3	46.02	22.38
3969	"spring"	0.05	6.35	0	8.8	0	7.01	87.05	15.94
3969	"summer"	0	5.36	0	7.6	0	6.2	171.73	15.58
3969	"autumn"	0	6.9	0	9.8	0	7.04	121.44	16.09
3970	"winter"	0.05	6.29	0	9.1	0	6.8	86.69	26.02
3970	"spring"	0	6.32	0	8.5	0	7.4	64.5	16.1
3970	"summer"	0	4.85	0	7.6	0	6.5	122.81	12.89
3970	"autumn"	0.05	6.55	0	9.3	0	6.5	64.14	17.66
3971	"winter"	0.05	6.79	0	9.59	0	7.03	64.54	17.11
3971	"spring"	0	6.68	0	8.9	0	7.16	43.5	13.46
3971	"summer"	0	5.18	0	7.8	0	6.34	141.29	12.87
3971	"autumn"	0.05	7.39	0	10.23	0	6.9	134.61	15.74
3973	"winter"	0.05	5.9	0	7.59	0	6.6	89.66	13.8
3973	"spring"	0.05	5.58	0	6.86	0	7.3	34.29	12.52
3973	"summer"	0	4.45	0	5.4	0	6.7	106.79	12.16
3973	"autumn"	0	5.94	0	7.6	0	6.62	83.58	14.34
3974	"winter"	0.05	6.25	0	8.23	0	7.42	40.98	23.46
3974	"spring"	0.03	6.21	0	7.81	0.03	7.17	51.22	16.39
3974	"summer"	0	4.93	0	6.6	0	6.8	85.03	12.06
3974	"autumn"	0	6.55	0.01	8.8	0	6.83	64.88	11.27
3976	"winter"	0	5.11	0	7.51	0	5.38	52.43	25.72
3976	"spring"	0.03	5.17	0	7.1	0	6.81	50.42	17.68
3976	"summer"	0	4.02	0	6.2	0	6.61	59.05	17.12
3976	"autumn"	0	5.72	0	7.7	0	5.9	200.78	20.95
3978	"winter"	0.05	6.15	0	8.37	0	6.61	139.2	21.5
3978	"spring"	0	5.77	0	7.4	0	6.96	30.48	17.9
3978	"summer"	0	4.4	0	6.7	0	6.6	60.57	17.53
3978	"autumn"	0.05	6.22	0	7.96	0	6.88	94.15	17.16
3980	"winter"	0.03	5.05	0	6.82	0	5.6	84.76	26.03
3980	"spring"	0	5.38	0	6.41	0	7.4	42.29	25.09
3980	"summer"	0	4.35	0	5.3	0	6.42	91.11	21.4
3980	"autumn"	0	5.38	0	7.1	0	6.6	107.57	24.31
4085	"winter"	0.05	9.55	0	12.51	0	13	NA	23.76
4085	"spring"	0	8.38	0.1	10.2	0	11.6	NA	22.97
4085	"summer"	0.03	6.35	0	8.88	0	9.32	NA	13.73
4085	"autumn"	0	9.16	0	10.43	0	12.92	NA	20.14
4089	"winter"	0	10	0	14	0	11	NA	16.14
4089	"spring"	0	8.94	0	11	0	10	NA	18.11
4089	"summer"	0	6	0	7.56	0	9	NA	11.55
4089	"autumn"	0	8.6	0	12	0	10.07	NA	19.76
4097	"winter"	0	7.52	0	8.3	0	9.8	NA	22.3
4097	"spring"	0.05	7.45	0	7.55	0	8.68	NA	40.99
4097	"summer"	0	4.87	0	4.98	0	7.15	NA	17.43
4097	"autumn"	0.05	7.42	0	7.69	0	9.56	NA	26.13
6009	"winter"	0	4.97	0	6.78	0	6.15	258.85	33.58
6009	"spring"	0	5.12	0	6.29	0	6.57	11.77	24.67
6009	"summer"	0	2.79	0	4.4	0	3.61	869.4	20.99
6009	"autumn"	0	4.75	0	6.7	0	5.62	77.26	35.99
6010	"winter"	0	5.86	0	8.7	0	7	92.25	24.54
6010	"spring"	0	5.5	0	7	0	6.91	NA	20.3
6010	"summer"	0	4.44	0	5	0	5.69	NA	21.46
6010	"autumn"	0	5.47	0	8	0	7	NA	21.64
6011	"winter"	0	6.15	0	8.01	0	7.4	165.36	23.44
6011	"spring"	0	6	0	6.8	0	7.01	749.14	20.21
6011	"summer"	0	4.05	0	5	0	5.39	218.84	15.84
6011	"autumn"	0	5.31	0	7.67	0	6.6	109.68	22.1
6019	"winter"	0.05	5.95	0	7.57	0	6.47	32.26	19.46
6019	"spring"	0	6.21	0	6.9	0	8.7	103.2	14.24
6019	"summer"	0	4.93	0	6.26	0	7.52	189.65	12.72
6019	"autumn"	0	6.43	0	7.2	0	8	155.55	19.07
6030	"winter"	0.05	7.8	0	10.56	0	7.33	38.34	16.97
6030	"spring"	0	7.13	0	8.7	0	10.6	44.01	16.26
6030	"summer"	0	5.01	0	6.5	0	7.7	105.31	13.89
6030	"autumn"	0	7.44	0	9.7	0	9.04	81.81	16.53
6031	"winter"	0	7.5	0	10.3	0	6.8	21.9	11.18
6031	"spring"	0.05	8.19	0	8.7	0	9.75	2014.47	10.39
6031	"summer"	0	5.15	0	7.2	0	7.56	35.71	9.51
6031	"autumn"	0	7.05	0	9.43	0	7.89	271.75	11.92
6032	"winter"	0.05	6.52	0	9.21	0	6.79	NA	17.26
6032	"spring"	0.05	6.6	0	8.48	0	10.1	NA	13.82
6032	"summer"	0	5.23	0	7	0	7.06	NA	13.04
6032	"autumn"	0	6.35	0	9.4	0	7.26	NA	15.95
6033	"winter"	NA	NA	NA	NA	NA	NA	NA	21.55
6033	"spring"	NA	NA	NA	NA	NA	NA	NA	18.65
6033	"summer"	NA	NA	NA	NA	NA	NA	NA	19.93
6033	"autumn"	NA	NA	NA	NA	NA	NA	NA	23.34
6041	"winter"	0	6.33	0	8.01	0	6.99	33.74	21.19
6041	"spring"	0	5.63	0	7.5	0	7.68	39.81	21.27
6041	"summer"	0.02	4.25	0	6.6	0	5.22	163.81	14.39
6041	"autumn"	0	6.51	0	8.6	0	7.95	63.21	19.8
6049	"winter"	0.05	6.07	0	7.48	0	7.1	NA	16.49
6049	"spring"	0	7.06	0	7.61	0	9.2	NA	12.9
6049	"summer"	0.05	5.27	0	6.84	0	7.7	NA	9.33
6049	"autumn"	0.05	7.95	0	8.6	0	10.09	NA	15.3
6052	"winter"	0	5.65	0	7.8	0	6.7	37.11	24.41
6052	"spring"	0	5.87	0	6.1	0	9.53	45.83	19.93
6052	"summer"	0	5	0	4.4	0	8.13	101.16	19.76
6052	"autumn"	0	6.78	0	7.97	0	7.45	103.18	25.07
6058	"winter"	0	6.2	0	7.7	0	6.97	46.8	21.28
6058	"spring"	0	7.21	0	6.6	0	9.2	39.04	15.23
6058	"summer"	0	4.74	0	4.4	0	7.5	66.77	17.16
6058	"autumn"	0	6.69	0	7.75	0	7.3	101.33	17.32
6060	"winter"	0.05	8.35	0	11.3	0	7.98	38.94	15.91
6060	"spring"	0	8.14	0	9.4	0	11.08	40.34	14.97
6060	"summer"	0	5.85	0	7.7	0	8.59	104.57	12.05
6060	"autumn"	0.05	7.47	0	10.44	0	8.89	71.17	16.99
6069	"winter"	0.03	7.13	0	9.65	0	7.72	56.27	16.66
6069	"spring"	0.05	6.86	0	7.98	0	9.33	190.06	11.27
6069	"summer"	0.01	5.26	0	6.95	0	7.21	68.46	12.41
6069	"autumn"	0.05	7.02	0	8.95	0	9.29	511.75	11.86
6070	"winter"	0	7.95	0	11.96	0	7.1	77.78	15.74
6070	"spring"	0.05	7.3	0	9.57	0	9.6	58.64	15.93
6070	"summer"	0	5.61	0	8.1	0	7.1	337.04	12.55
6070	"autumn"	0	7.7	0	10.39	0	9.2	140.06	13.81
6074	"winter"	0.01	7.19	0	10.55	0	7.03	43.42	12.36
6074	"spring"	0.05	6.82	0	8.6	0	9.6	86.73	13.49
6074	"summer"	0.05	5.6	0	8.48	0	6.8	175.37	8.5
6074	"autumn"	0.05	7.17	0	9.55	0	8.25	583.88	11.79
6079	"winter"	0	4.99	0	5.7	0	5.1	114.3	21.32
6079	"spring"	0	5.26	0	5.97	0	8.25	35.12	17.54
6079	"summer"	0	3.98	0	3.63	0	6.21	106.36	17.19
6079	"autumn"	0	4.59	0	5.66	0	6.18	449.81	23.63
6080	"winter"	0	7.5	0	9.91	0	7	74	16.53
6080	"spring"	0	6.1	0	9	0	9.55	79.93	14.79
6080	"summer"	0	5.5	0	8	0	8	NA	12.28
6080	"autumn"	0	7.33	0	9.79	0	8.9	NA	13.2
6081	"winter"	0	6.31	0	8.5	0	6.47	23.28	23.54
6081	"spring"	0	6.21	0	7.5	0	9	NA	17.53
6081	"summer"	0	4.92	0	6.47	0	8	NA	17.18
6081	"autumn"	0	6.23	0	8.54	0	6.77	119.4	20.49
6096	"winter"	0	5.89	0	7.3	0	6.4	NA	24.12
6096	"spring"	0	6.51	0	7.19	0	9.56	NA	17.05
6096	"summer"	0	4.94	0	5.9	0	9.03	NA	16.69
6096	"autumn"	0.05	6.68	0	7.81	0	8.36	NA	20.19
6104	"winter"	0.05	7.4	0	11.2	0	7.36	40.37	17.14
6104	"spring"	0	7.06	0	10.5	0	9.93	68.52	11.97
6104	"summer"	0	6.09	0	9.3	0	8	228.74	10.54
6104	"autumn"	0.05	7.3	0	10.56	0	8.15	96.36	13.09
6108	"winter"	0	7.21	0	10.03	0	7.31	NA	18.77
6108	"spring"	0	6.14	0	9.47	0	9.7	NA	16.82
6108	"summer"	0	6.2	0	8.59	0	8	NA	11.49
6108	"autumn"	0	6.93	0	9.63	0	9.69	NA	13.44
6110	"winter"	0.04	7.41	0	11.17	0	7.2	36.31	17.01
6110	"spring"	0	7.19	0	9.67	0	9.64	57.65	15.13
6110	"summer"	0.05	5.96	0	8.41	0	7.7	50.98	12.5
6110	"autumn"	0	7.75	0	10.2	0	9.47	42.15	14.5
6118	"winter"	0	5.5	0	7	0	6	NA	14.16
6118	"spring"	0	6.5	0	7	0	9.62	NA	16.5
6118	"summer"	0	5.5	0	6	0	8	NA	11.02
6118	"autumn"	0	8.5	0	7	0	9	NA	13.91
6119	"winter"	0	5.01	0	6.4	0	5.97	20.7	26.51
6119	"spring"	0	6.14	0	6.73	0	9.4	69.47	20.6
6119	"summer"	0	4.5	0	5.63	0	6.6	104.48	14.73
6119	"autumn"	0	6.2	0	6	0	6.21	37.54	19.3
6120	"winter"	0.05	6.97	0	10.15	0	6.98	44.3	16.35
6120	"spring"	0.05	7.1	0	8.84	0	9.7	61.68	15.41
6120	"summer"	0	5.91	0	7.75	0	7.94	56.76	11.92
6120	"autumn"	0	7.1	0	9.27	0	9.69	54.55	17.95
6123	"winter"	0.05	4.88	0	6	0	5.56	NA	15.93
6123	"spring"	0	5.9	0	6.15	0	8.64	NA	15
6123	"summer"	0	4.6	0	5.5	0	6.6	NA	14.97
6123	"autumn"	0	7.75	0	7.01	0	8.19	NA	15.99
6124	"winter"	0.02	5.8	0	8.3	0	6.18	NA	14.1
6124	"spring"	0	7.22	0	7.98	0	9.21	NA	11.61
6124	"summer"	0	5.41	0	7.5	0	7.89	NA	12.32
6124	"autumn"	0	6.45	0	8.41	0	8.55	NA	28.55
6136	"winter"	0	6.1	0	8.67	0	6.08	22.58	12.6
6136	"spring"	0	6.66	0	8	0	9.54	39.11	13.98
6136	"summer"	0	5.23	0	7	0	7.08	72.52	9.38
6136	"autumn"	0	6.81	0	8.43	0	8.62	44.51	12.88
6138	"winter"	0	4.36	0	5.91	0	4.9	NA	23.11
6138	"spring"	0	5.98	0	6.69	0	9.1	NA	17.85
6138	"summer"	0	4.75	0	4.7	0	7.61	NA	18.26
6138	"autumn"	0	6.65	0	6.19	0	7.2	NA	19.33
6141	"winter"	0.05	6.29	0	9.4	0	6.12	37.48	13.1
6141	"spring"	0.05	7.15	0	8.7	0	9.98	59.55	13.98
6141	"summer"	0.05	5.95	0	8.1	0	8.2	65.47	10.52
6141	"autumn"	0	7.05	0	8.6	0	9.64	69.56	13.95
6149	"winter"	0	5.44	0	7.06	0	5.69	56.72	18.54
6149	"spring"	0	7.83	0	7.6	0	10.26	47.19	16.84
6149	"summer"	0	4.75	0	6.07	0	6.56	227.12	16.52
6149	"autumn"	0	6.3	0	7.16	0	6.47	531.13	17.39
6151	"winter"	0	4.86	0	6	0	4.69	NA	19.4
6151	"spring"	0	5.24	0	6	0	8.17	NA	17.21
6151	"summer"	0	4.39	0	5.5	0	6.67	NA	18.47
6151	"autumn"	0	6.36	0	6.53	0	6.73	85.91	20.93
6156	"winter"	0	6.7	0	9.38	0	6.45	41.63	15.03
6156	"spring"	0	7.31	0	8.4	0	9.79	1008.33	12.59
6156	"summer"	0.05	5.46	0	8.1	0	7.81	37.81	10.53
6156	"autumn"	0	6.71	0	8.66	0	9.43	78.54	13.92
6159	"winter"	0	4.97	0	6	0	5.5	68.87	25.37
6159	"spring"	0	8.31	0	7.41	0	10.06	198.45	21.82
6159	"summer"	0	4.2	0	4.7	0	5.77	59.51	23.18
6159	"autumn"	0	6.46	0	7.16	0	7.73	86.3	24.19
6168	"winter"	0.05	5.75	0	7.16	0	6.8	NA	23.53
6168	"spring"	0	7.4	0	6.69	0	11.1	NA	19.62
6168	"summer"	0	5.3	0	5.15	0	8.8	NA	23.98
6168	"autumn"	0	7.36	0	8.09	0	9.64	NA	18.09
6169	"winter"	0	5.2	0	6.31	0	5.79	44.99	23.31
6169	"spring"	0	5.96	0	7.11	0	9.57	150.11	16.19
6169	"summer"	0	4.44	0	4.6	0	6.3	107.56	18.63
6169	"autumn"	0	6.28	0	7.4	0	7.32	37.94	20.37
6170	"winter"	0	7.25	0	10.5	0	7	34.23	15.33
6170	"spring"	0	7.15	0	8.8	0	10.33	82.1	12.9
6170	"summer"	0	5.49	0	7.78	0	7.2	111.88	12.61
6170	"autumn"	0	7.19	0	8.9	0	9.27	66.95	16.13
6174	"winter"	0.05	6.33	0	9.74	0	6.34	41.19	11.75
6174	"spring"	0.05	7.9	0	8.24	0	10.57	25.16	14.2
6174	"summer"	0	5.18	0	7.76	0	7.56	75.68	9.66
6174	"autumn"	0	7.78	0.1	9.2	0	8.68	82.98	10.21
6180	"winter"	0.05	6.76	0	9.27	0	6.83	43.25	19.59
6180	"spring"	0	7.51	0	8.07	0	9.73	41.17	14.39
6180	"summer"	0	5.2	0	6.5	0	6.8	82.33	15.82
6180	"autumn"	0.05	7.37	0	9.1	0	9.03	40.3	18.24
6181	"winter"	0	6.25	0	7.7	0	6.9	NA	13.59
6181	"spring"	0.05	8.05	0	7.68	0	10.65	NA	10.2
6181	"summer"	0	5.1	0	5.8	0	7.69	NA	7.94
6181	"autumn"	0.03	6.88	0	8.3	0	8.7	NA	13.48
6183	"winter"	0	5.3	0	6.45	0	5.91	NA	20.27
6183	"spring"	0.05	6.12	0	7.54	0	8.3	NA	18.72
6183	"summer"	0	4.25	0	5.3	0	6	NA	17.93
6183	"autumn"	0	4.97	0	6.96	0	6.42	NA	20.69
6190	"winter"	0	6.41	0	9.38	0	6.47	23.32	20.19
6190	"spring"	0	6.91	0	8.45	0	10.5	14.95	14.65
6190	"summer"	0	4.95	0	6.87	0	7.1	52211.35	16.7
6190	"autumn"	0	6.33	0	9.7	0	8.2	NA	17.85
6193	"winter"	0	5.21	0	5.9	0	6	49.2	25
6193	"spring"	0	7.52	0	6.51	0	11.4	115.79	20
6193	"summer"	0	4.98	0	4.9	0	7.86	140.59	19.31
6193	"autumn"	0	7.58	0	6.7	0	9.47	46.8	23.11
6197	"winter"	0.03	4.89	0	7.5	0	5.8	21.62	17.33
6197	"spring"	0	8.02	0	7.05	0	9.97	54.48	13.77
6197	"summer"	0	5.35	0	6.7	0	7.2	152.5	12.74
6197	"autumn"	0	7.47	0	8.29	0	9.72	255.87	16.97
6210	"winter"	0.05	6.71	0	9.19	0	7.8	37.8	17.62
6210	"spring"	0.05	6.8	0	8.9	0	9.39	65.04	15.25
6210	"summer"	0	6	0	7.3	0	9.05	155.17	14.01
6210	"autumn"	0.05	7.05	0	9.47	0	7.9	38.95	14.61
6225	"winter"	0.05	5.55	0	7.48	0.14	6.79	NA	19.89
6225	"spring"	0	7.2	0	6.51	0.08	14.36	NA	18.84
6225	"summer"	0	5.42	0	5.07	0	8.28	NA	19.5
6225	"autumn"	0	4.55	0.1	5.3	0.1	5.55	NA	18.23
6229	"winter"	NA	NA	NA	NA	NA	NA	NA	20.1
6229	"spring"	NA	NA	NA	NA	NA	NA	NA	17.48
6229	"summer"	NA	NA	NA	NA	NA	NA	NA	19.41
6229	"autumn"	NA	NA	NA	NA	NA	NA	NA	17.54
6235	"winter"	0.05	6.23	0	8.4	0	8.2	43.05	27.85
6235	"spring"	0	7.1	0	7.9	0	9.9	46.81	24.57
6235	"summer"	0	6.05	0	6.6	0	8.8	79.35	20.86
6235	"autumn"	0	6.37	0	8.51	0	7.73	82.28	24.62
6240	"winter"	0.05	6.5	0	8.86	0	7.9	50.13	16.42
6240	"spring"	0	7.44	0	8.6	0	10.41	115.5	16.02
6240	"summer"	0.05	5.78	0	7	0	9.2	67.98	13.97
6240	"autumn"	0.05	7.23	0	8.6	0	8.75	90.59	15.46
6242	"winter"	0.05	5.68	0	7.37	0	6.6	NA	21.45
6242	"spring"	0.05	6.46	0	7.37	0	8.88	NA	19.43
6242	"summer"	0.05	5.65	0	7.01	0	8.01	NA	19.77
6242	"autumn"	0.05	6.38	0	8.52	0	7.62	NA	19.09
6248	"winter"	NA	NA	NA	NA	NA	NA	NA	16.57
6248	"spring"	NA	NA	NA	NA	NA	NA	NA	24.6
6248	"summer"	NA	NA	NA	NA	NA	NA	NA	14.94
6248	"autumn"	NA	NA	NA	NA	NA	NA	NA	12.65
6249	"winter"	0	6.48	0	8.75	0	7.3	107.54	16.51
6249	"spring"	0	7.38	0	9.36	0	9.84	66.31	14.83
6249	"summer"	0	6.12	0	7.83	0	8.7	97.98	13.94
6249	"autumn"	0.05	6.63	0	8.46	0	7.81	53.35	13.64
6251	"winter"	0.05	5.43	0	7.65	0	6.5	40.47	18.46
6251	"spring"	0	6.64	0	8.6	0	8.65	39.47	19.73
6251	"summer"	0	6.15	0	8.75	0	7.45	55.76	16.82
6251	"autumn"	0.05	6.9	0	9.6	0	7.75	32.09	14.24
6257	"winter"	0.05	6.66	0	9.5	0	6.9	54.14	NA
6257	"spring"	0.05	7.3	0	10.27	0	10.95	69.88	NA
6257	"summer"	0.05	6.86	0	9.26	0	10.66	273.62	NA
6257	"autumn"	0.05	6.91	0	10.35	0	8.97	74.8	NA
6258	"winter"	NA	NA	NA	NA	NA	NA	NA	18.49
6258	"spring"	NA	NA	NA	NA	NA	NA	NA	20.49
6258	"summer"	NA	NA	NA	NA	NA	NA	NA	17.54
6258	"autumn"	NA	NA	NA	NA	NA	NA	NA	16.59
6260	"winter"	0.05	7.4	0	9.6	0	8.4	38.16	13.16
6260	"spring"	0.05	7.58	0	9.67	0	10.6	84.19	16.28
6260	"summer"	0.05	6.2	0	8.2	0	9	79.45	10.03
6260	"autumn"	0	7.45	0	9.5	0	9.05	81.25	14.34
6267	"winter"	0	6.04	0	8.16	0	6.2	64.51	15.48
6267	"spring"	0	6.64	0	8.97	0	9.95	129.39	18.08
6267	"summer"	0.05	5.37	0	6.95	0	8.4	102.06	15.22
6267	"autumn"	0	7.51	0	9.06	0	9.22	44.65	15.29
6269	"winter"	0.05	6.76	0.1	9.3	0	7.33	120.87	13.5
6269	"spring"	0.01	8.2	0.1	9.52	0	11.45	163.58	13.18
6269	"summer"	0.05	5.77	0	7.45	0	9.15	84.31	12.69
6269	"autumn"	0.05	7.8	0	8.97	0	9.27	78.34	11.86
6270	"winter"	0.05	6.8	0	9.2	0	7.33	70.19	15.38
6270	"spring"	0	7.06	0	9	0	10.08	125.6	13.95
6270	"summer"	0	5.85	0	7.7	0	8.86	101.38	12.46
6270	"autumn"	0	6.81	0	8.91	0	8.9	85.89	13.83
6273	"winter"	0.05	6.11	0	7.68	0	6.94	62.06	12.78
6273	"spring"	0	7.84	0	9.27	0	11.9	65.82	16.99
6273	"summer"	0.02	5.5	0	7.35	0	8.85	59.23	9.18
6273	"autumn"	0.05	7.29	0.1	8.83	0	9.06	55.4	10.33
6275	"winter"	0.05	7.41	0	9.7	0	8.16	76.7	13.09
6275	"spring"	0.05	7.92	0	10.4	0	11.12	147.98	11.32
6275	"summer"	0	6.47	0	9.13	0	9.15	177.62	10.77
6275	"autumn"	0.05	7.7	0	9.6	0	9.2	69.68	10.17
6277	"winter"	0	5.52	0	6.55	0	6.7	50.34	19.78
6277	"spring"	0.02	7.15	0	7.26	0	10.21	33.82	19.43
6277	"summer"	0	5.38	0	5.15	0	9.6	59.05	17.17
6277	"autumn"	0	6.09	0	6.84	0	8.42	96.28	19.16
6278	"winter"	0.05	6.96	0	9.02	0	7.5	82.41	11.05
6278	"spring"	0.05	7.92	0	10.27	0	11.86	36.04	14.91
6278	"summer"	0	6.1	0	8.65	0	9.75	73.88	10.38
6278	"autumn"	0	7.99	0	9.98	0	9.41	59.22	8.54
6279	"winter"	0.05	6.68	0	8.3	0	7.6	112.1	12.86
6279	"spring"	0.01	7.42	0	9.64	0	11.76	142.81	12.96
6279	"summer"	0.05	5.85	0	8.45	0	9.21	63.63	10.23
6279	"autumn"	0.05	8.09	0	9.16	0	9.47	43.78	10.46
6280	"winter"	0.05	7.38	0	9.5	0	8	36.11	19.12
6280	"spring"	0	7.91	0	9.5	0	11.59	56.24	20.43
6280	"summer"	0	6.29	0	8.5	0	9.5	53.7	14.59
6280	"autumn"	0.05	7.49	0	9.9	0	9.22	57.62	16.55
6283	"winter"	0.05	7.24	0	9.46	0	7.65	39.11	12.05
6283	"spring"	0.05	7.87	0.1	10.17	0	11.3	198.88	16.52
6283	"summer"	0.05	6.17	0.1	8.59	0.1	9.49	67.19	11.13
