"Station"	"Season"	"MT5"	"MT95"	"MTX5"	"MTX95"	"MTN5"	"MTN95"	"RRR5Y"	"FF5Y"
10365	"spring"	0	9.05	0	10.8	0	11.89	81.26	10.06
10365	"summer"	0	6.4	0	8.8	0	9.9	91.31	8.45
10365	"autumn"	0.05	8.74	0	10	0	11.02	62.44	9.87
10368	"winter"	0.05	7.7	0	9.26	0	8.8	35.26	13.95
10368	"spring"	0.05	9.26	0	8.6	0	12	80.07	12.06
10368	"summer"	0.05	6.75	0	6.8	0	10.1	116.71	8.47
10368	"autumn"	0	7.91	0	8.6	0	10.43	90.39	10.57
10376	"winter"	0.04	8.76	0.1	12.18	0	9.19	24.06	14.79
10376	"spring"	0.05	9.85	0.1	10.38	0.1	13.1	132.98	12.06
10376	"summer"	0.05	7.1	0	9.4	0	10.67	412.85	8.12
10376	"autumn"	0.05	8.82	0	10.8	0	11.46	77.56	11.3
10379	"winter"	0.05	7.6	0	9.3	0	9.1	59.85	14.3
10379	"spring"	0.05	9.18	0	8.6	0	12.4	63.33	12.5
10379	"summer"	0.05	6.55	0	6.4	0	10.2	382.54	9.52
10379	"autumn"	0.05	8.51	0	8.86	0	11.04	94.61	12.2
10381	"winter"	0.05	7.6	0	9.3	0	8.77	39.44	10.95
10381	"spring"	0.05	8.39	0	8.8	0	12.21	110.43	10.42
10381	"summer"	0.05	6.41	0	6.9	0	10.3	131.64	8.75
10381	"autumn"	0.05	8.54	0	9.1	0	10.6	56.85	9.32
10382	"winter"	0	7.75	0	9.8	0	8.7	58.31	12.72
10382	"spring"	0.05	8.91	0	9.55	0	12.26	64.21	13.18
10382	"summer"	0.05	6.85	0	7.1	0	10.19	422.99	9.29
10382	"autumn"	0	8.26	0	9.15	0	10.7	55.05	10.84
10384	"winter"	0.05	7.75	0	9.24	0	8.7	64.1	13.68
10384	"spring"	0	8.8	0	8.9	0	12.52	62.93	11.86
10384	"summer"	0	6.72	0	6.6	0	10.13	177.54	9.24
10384	"autumn"	0.05	8.76	0	9.1	0	10.85	80.19	11.51
10385	"winter"	0.05	8.38	0	10.49	0	8.9	37.77	14.63
10385	"spring"	0.05	9.63	0	9.5	0	12.5	57.38	13.16
10385	"summer"	0	6.5	0	7.2	0	9.9	109.99	10.28
10385	"autumn"	0.05	8.63	0	9.67	0	11.08	46.54	11.38
10393	"winter"	0.05	7.85	0	9.15	0	9	26.31	12.75
10393	"spring"	0.05	9.57	0	8.94	0	12.7	118.95	12.54
10393	"summer"	0.05	7	0	6.6	0	10.5	100.44	9.08
10393	"autumn"	0	8.64	0	9.45	0	10.84	33.39	10.32
10396	"winter"	0.05	8.8	0	11.3	0	9.17	91.88	18.3
10396	"spring"	0.05	9.29	0	9.5	0	12.84	62.2	16.02
10396	"summer"	0.05	6.5	0	7.8	0	9.9	81.7	8.47
10396	"autumn"	0.05	9.33	0	10.2	0	11.4	137.17	12.98
10400	"winter"	0	7.16	0	9.23	0	8.01	42.33	13.5
10400	"spring"	0.04	7.71	0	9.5	0	10.5	80.46	11.46
10400	"summer"	0.05	6.6	0	8	0	9.3	97.5	12.29
10400	"autumn"	0.05	7.5	0.05	9.2	0	9.93	82.66	14
10404	"winter"	0	7.68	0	9.25	0	8.48	34.44	9.48
10404	"spring"	0.05	7.71	0	8.91	0	11.2	46.33	10.06
10404	"summer"	0	6.84	0	7.31	0	10.38	135.87	8.18
10404	"autumn"	0.05	6.85	0	8.16	0	9.67	58.1	12.22
10410	"winter"	0.05	6.75	0	8.21	0	7.97	54.24	12.81
10410	"spring"	0	8	0	8.54	0	10.2	80.78	9.81
10410	"summer"	0	6.47	0	6.8	0	9.4	109.36	10.8
10410	"autumn"	0.05	7.39	0	8.17	0	9.05	69.07	12.55
10416	"winter"	0	7.17	0	9	0	8	NA	13.28
10416	"spring"	0	7.5	0	8.98	0	11	NA	14.08
10416	"summer"	0	6.48	0	8	0	10	NA	10.97
10416	"autumn"	0	7.5	0	8	0	9.86	NA	14.44
10418	"winter"	0.05	7.2	0	8.71	0	8.4	100.52	10.43
10418	"spring"	0.01	8.49	0	9.64	0	10.78	85.64	11.15
10418	"summer"	0.05	6.67	0	7.5	0.03	9.5	182.79	8.81
10418	"autumn"	0	7.58	0	8.87	0	10.16	85.16	13.04
10424	"winter"	0.05	8.18	0	10.33	0	8.3	36.43	14.81
10424	"spring"	0.05	7.94	0	9.67	0	11.45	103.05	11.2
10424	"summer"	0	6.28	0	7.8	0.03	10.1	49.49	13.95
10424	"autumn"	0.05	8.43	0	9.85	0	9.7	77.39	12.12
10426	"winter"	0	7.73	0	10	0	8.94	NA	18.32
10426	"spring"	0	9.5	0	10	0	12	NA	15.28
10426	"summer"	0	7	0	8	0	10	NA	10.44
10426	"autumn"	0	7.5	0	9	0	10.19	NA	11.75
10427	"winter"	0	7.39	0	8.8	0	8.83	89.37	16.96
10427	"spring"	0.05	9.08	0	9.36	0	10.83	83.39	13.8
10427	"summer"	0.05	7.26	0	7.01	0	9.71	95.48	12.71
10427	"autumn"	0	7.91	0	8.39	0	9.65	132.51	14.34
10430	"winter"	0.05	7.99	0	10.55	0	8.32	47.16	11.54
10430	"spring"	0.05	8.23	0	9.8	0	10.9	120.32	10.55
10430	"summer"	0	6.8	0	8.5	0.1	9.6	188.16	8.81
10430	"autumn"	0.05	7.79	0	8.98	0	9.85	66.52	9.93
10433	"winter"	0.05	7.69	0	10.19	0	8.1	66.14	12.29
10433	"spring"	0.05	7.55	0	9.05	0	11.2	124.51	8.73
10433	"summer"	0.05	6.4	0	7.6	0.1	9.8	105.39	7.53
10433	"autumn"	0.05	8.1	0	8.6	0	10.1	115.03	9.62
10435	"winter"	0.05	7.88	0	10.1	0	8.6	46.8	11.79
10435	"spring"	0.05	7.7	0	9.4	0	11.6	108.41	10.91
10435	"summer"	0.05	5.96	0	8.1	0	9.4	116.56	9.12
10435	"autumn"	0.05	7.91	0	9.2	0	10.65	51.28	10.8
10436	"winter"	0	7.62	0	10	0	8	NA	12.88
10436	"spring"	0	7	0	9	0	12	NA	12.8
10436	"summer"	0	6.85	0	7	0	9.92	NA	9.67
10436	"autumn"	0	6.98	0	8	0	10.35	NA	11.91
10438	"winter"	0.05	7.7	0	9.31	0	8.6	56.37	11.86
10438	"spring"	0.05	8.15	0	8.29	0	10.3	106.3	9.62
10438	"summer"	0	6.2	0	7.07	0	9.2	302.7	8.35
10438	"autumn"	0.05	7.75	0	8.4	0	10.64	61.67	8.44
10439	"winter"	0.01	8.44	0	11.83	0	8.8	44.85	11.32
10439	"spring"	0.02	8.21	0	9.3	0	11.03	61.15	9.86
10439	"summer"	0.05	5.97	0	8.43	0	9.23	87.88	7.92
10439	"autumn"	0.05	8.34	0	10.28	0	10.36	31.39	9.01
10444	"winter"	0.05	8.55	0	11.1	0	8.5	71.71	12.11
10444	"spring"	0.05	7.5	0	9.16	0	10.5	117.66	12.39
10444	"summer"	0.05	6.02	0	8.2	0.1	9.73	157.01	7.98
10444	"autumn"	0.05	8.53	0	9.8	0	10.3	61.48	12.25
10449	"winter"	0	8.11	0	10.23	0	9.19	70.38	13.45
10449	"spring"	0.05	7.86	0	8.5	0	10.6	65.85	13.83
10449	"summer"	0.05	6.55	0	7.1	0	9.4	126.94	7.54
10449	"autumn"	0.05	8.29	0	9	0	10.34	57.95	12.33
10452	"winter"	0.05	7.6	0	9.4	0	8.7	109.22	10.77
10452	"spring"	0.05	8.4	0	8.5	0	10.63	98.69	10.39
10452	"summer"	0.05	6.4	0	7.2	0	9.2	145.28	7.75
10452	"autumn"	0	8.03	0	8.1	0	10.91	115.84	10.11
10453	"winter"	0.03	8.15	0	9.53	0	10	176.74	31.46
10453	"spring"	0.05	10.05	0	10.5	0	11.6	123.89	28.51
10453	"summer"	0.05	7.95	0	8	0	9.5	288.63	25.95
10453	"autumn"	0	8.75	0	9.31	0	10.29	150.4	30.2
10454	"winter"	0.05	9.2	0	11.62	0	9.89	64	13.97
10454	"spring"	0.05	8.88	0	9.8	0	11.1	162.45	12.31
10454	"summer"	0.05	6.65	0	7.8	0	9.5	244.35	10.75
10454	"autumn"	0.05	8.57	0	10.03	0	11.01	103.64	11.31
10458	"winter"	0.02	8.31	0	11.01	0	9.28	34.99	11.79
10458	"spring"	0.05	8.5	0	10	0	10.55	164.69	10.87
10458	"summer"	0.05	6.3	0	8.2	0	9.35	120.89	8.81
10458	"autumn"	0.05	8.79	0	9.6	0	11.18	123.4	10.92
10460	"winter"	0.05	8.25	0	10.5	0	9.5	47.14	16.59
10460	"spring"	0.05	8.17	0	8.9	0	11.2	71.97	15.69
10460	"summer"	0.05	6.11	0	7.2	0	9.7	130.24	9.4
10460	"autumn"	0.05	8.25	0	9.2	0	10.9	88.91	13.09
10466	"winter"	0.05	8.79	0	11.1	0	10.96	48	7.66
10466	"spring"	0.05	8.03	0.1	9.4	0	10.81	35.45	10.35
10466	"summer"	0.05	6.03	0	7.4	0	9.93	154.89	6.47
10466	"autumn"	0.01	7.9	0	9.57	0	10.01	75.28	8.83
10469	"winter"	0.05	8.5	0	10.1	0	9.36	40.27	18.78
10469	"spring"	0.05	8.71	0	8.7	0.1	11.1	108.67	13.28
10469	"summer"	0	6.45	0	7	0	10	90.13	12
10469	"autumn"	0.05	9.09	0	8.96	0	10.92	198.55	14.14
10471	"winter"	0.05	8.12	0	10.05	0	8.72	45.11	8.16
10471	"spring"	0.05	8.87	0	9.11	0	11	107.68	8.24
10471	"summer"	0.05	6.25	0	6.99	0	9.9	100.23	5.68
10471	"autumn"	0.05	9.71	0	9.38	0	11.22	102.97	7.56
10474	"winter"	0.05	8.19	0	10.2	0	8.92	48.06	12.09
10474	"spring"	0.03	8.78	0	9.19	0	12	82.95	10.41
10474	"summer"	0.05	6.7	0	7.3	0	10.1	142.06	6.97
10474	"autumn"	0.05	8.74	0	8.9	0	11.35	114.04	9.91
10476	"winter"	0.05	9.25	0	12.2	0	8.99	20.87	12.85
10476	"spring"	0.05	9.98	0	10.52	0	12.7	53.75	11.99
10476	"summer"	0.05	6.85	0	9.5	0	10.7	250.37	8.78
10476	"autumn"	0.05	9.23	0	10.75	0	11.9	96.94	11.63
10480	"winter"	0.05	8.66	0	11.89	0	9.56	56.58	14.05
10480	"spring"	0.05	8.88	0	9.1	0	11.8	101.96	13.78
10480	"summer"	0	6.45	0	7.4	0	10.6	132.75	9.36
10480	"autumn"	0.04	9.35	0	9.2	0	11.39	63.88	12.6
10488	"winter"	0	8.09	0	9.65	0	9.1	55.32	14.46
10488	"spring"	0.05	9.02	0	8.8	0.1	12	80.75	13.49
10488	"summer"	0.05	7.2	0	7.1	0.1	10.5	244.48	9.16
10488	"autumn"	0.05	8.8	0	9.4	0	11.4	58.39	12.42
10490	"winter"	0.05	8.84	0	12.2	0	8.91	47.55	14.39
10490	"spring"	0	9.58	0	9.8	0	12.72	199.05	13.35
10490	"summer"	0.05	6.5	0	8.4	0	10.5	105.72	9.23
10490	"autumn"	0.05	8.99	0	9.6	0	11.22	77.77	12.17
10496	"winter"	0.05	8.85	0	11.05	0	9.22	21.27	11.92
10496	"spring"	0.05	9.47	0	10	0	13.31	120.14	10.58
10496	"summer"	0.05	7.15	0	8.2	0	10.7	142.42	7.75
10496	"autumn"	0.05	8.93	0	10.47	0	11.05	67.19	9.67
10499	"winter"	0.05	8.21	0	10.46	0	9.12	35.05	15.77
10499	"spring"	0.05	8.82	0	9.3	0	12.11	116.77	12.49
10499	"summer"	0	6.8	0	7.7	0	10.6	122.44	9.46
10499	"autumn"	0.05	9.36	0	10.37	0	11.56	84.82	15.93
10501	"winter"	0.05	7.82	0	8.57	0	8.83	58.95	12.29
10501	"spring"	0.05	7.69	0	8.48	0	10.22	50.04	11.21
10501	"summer"	0.05	7.1	0	7.2	0.1	9.7	53.28	8.76
10501	"autumn"	0.05	7.05	0	8.2	0	9.48	84.41	10.4
10502	"winter"	0.05	7.77	0	9.4	0	8.9	23.88	18.09
10502	"spring"	0.05	8.16	0.1	8.96	0	10.82	42.89	12.56
10502	"summer"	0	6.47	0	7.8	0	10.48	119.93	9.58
10502	"autumn"	0.05	7.33	0	9.28	0	10.61	48.08	11.17
10506	"winter"	0.05	7.22	0	8.5	0	9	44.77	12.51
10506	"spring"	0.05	8.37	0	8.7	0	11.4	40.33	11.93
10506	"summer"	0.05	6.95	0	7.43	0	10.12	116.59	8.3
10506	"autumn"	0	7.23	0	9.1	0	10.61	85.54	11.55
10513	"winter"	0.05	7.55	0	9.9	0	8.6	99.94	11.83
10513	"spring"	0.05	7.52	0	9.67	0	10.6	68.59	10.52
10513	"summer"	0.05	6.7	0	8.4	0	9.6	169.65	8.69
10513	"autumn"	0	7.45	0	9.6	0	9.73	81.81	8.59
10515	"winter"	0.05	7.75	0	9.1	0	8.55	29.94	11.67
10515	"spring"	0	7.2	0	8.8	0	10.1	48.85	9.82
10515	"summer"	0.05	5.95	0	7.2	0	10.5	96.83	6.94
10515	"autumn"	0.05	8.09	0	8.92	0	10.41	43.24	9.09
10519	"winter"	0.05	7.21	0	8.9	0	8.71	56.75	10.15
10519	"spring"	0.05	8.04	0	8.6	0	10.81	53.43	11.33
10519	"summer"	0	6.09	0	7.1	0.1	10.1	104.32	6.9
10519	"autumn"	0	6.96	0	8.55	0	9.7	44.58	8.48
10526	"winter"	0.05	7.1	0	8.6	0	8.6	64.63	10.52
10526	"spring"	0.05	8.98	0	8.86	0	10.8	59.72	10.14
10526	"summer"	0.05	6.82	0	6.82	0	9.5	77.42	8.82
10526	"autumn"	0	7.51	0	8.3	0	9.4	81.73	10.24
10532	"winter"	0.05	7.84	0	9.78	0	8.6	41.05	11.91
10532	"spring"	0.05	7.5	0	8.8	0	10.92	41.1	11.58
10532	"summer"	0	6.05	0	7.52	0	9.2	136.29	9.29
10532	"autumn"	0	8.1	0	9.28	0	9.95	66.77	11.33
10542	"winter"	0.05	7.99	0	10.52	0	8.81	37.18	10.74
10542	"spring"	0.05	8.25	0	9.2	0	11.51	76.1	9.05
10542	"summer"	0.05	6.05	0	7.8	0	9.7	181.89	7.53
10542	"autumn"	0.05	8.15	0	9.5	0	10.46	120.92	8.71
10544	"winter"	0	7.58	0	8.64	0	8.9	77.23	20
10544	"spring"	0.05	9.35	0	9.26	0	12.02	281.25	17.26
10544	"summer"	0.05	7.47	0	7.4	0	9.7	112.53	13.48
10544	"autumn"	0.05	9.07	0	9	0	10.5	108.55	17.54
10548	"winter"	0.05	7.47	0	9.66	0	8.8	41.8	14.01
10548	"spring"	0.05	8.45	0	8.8	0	11.51	78.44	11.58
10548	"summer"	0.05	6.2	0	7.1	0	9.3	240.57	8.78
10548	"autumn"	0.05	8.1	0	8.9	0	10.21	44.22	17.58
10552	"winter"	0.05	7.25	0	8.2	0	8.6	67.74	17.02
10552	"spring"	0.05	9.58	0	9.1	0	11.8	107.47	13.85
10552	"summer"	0.05	7.35	0	7.4	0	9.5	113.35	14.74
10552	"autumn"	0.02	8.9	0	8.62	0	10.2	167.91	17.26
10554	"winter"	0.05	8.65	0	10.4	0	9.8	28.67	14.94
10554	"spring"	0.03	8.4	0	8.9	0	11.2	98.73	14.51
10554	"summer"	0.05	6.45	0	7.5	0	9.5	106.72	11.87
10554	"autumn"	0.05	8.69	0	9.75	0	10.28	99.46	14.78
10557	"winter"	0.05	7.45	0	8.4	0	8.9	87.58	11.33
10557	"spring"	0.05	9.75	0	8.98	0	12.2	105.78	11.79
10557	"summer"	0.05	7.3	0	7.3	0.1	10	98.89	8.75
10557	"autumn"	0.05	8.58	0	9.16	0	10.62	93.79	10.17
10564	"winter"	0.05	7.55	0	9.25	0	8.83	47.1	15.61
10564	"spring"	0.05	9.83	0	9.1	0	12.2	130.49	12.59
10564	"summer"	0.05	6.8	0	7.7	0.1	10.4	92.84	9.9
10564	"autumn"	0	8.42	0	9.17	0	10.33	63.71	12.88
10565	"winter"	0.05	8.5	0	9.6	0	9.6	49.41	17.99
10565	"spring"	0.05	8.68	0	8.32	0.1	11.3	62.94	17.64
10565	"summer"	0.03	6.67	0	6.93	0	9.92	93.7	10.51
10565	"autumn"	0	8.8	0	9.17	0	11.1	92.3	16.91
10567	"winter"	0.05	8.24	0	10.25	0	9.2	32.67	15.7
10567	"spring"	0.02	8.48	0	8.7	0.1	11.72	146.8	13.41
10567	"summer"	0.05	6.4	0	7.2	0.1	9.8	53.15	9.72
10567	"autumn"	0.05	8.73	0	9.2	0	11.13	81.98	22.25
10569	"winter"	0.05	8.2	0	11.2	0	8.4	38.76	11.29
10569	"spring"	0.05	8.38	0	9.74	0	11.9	170.59	9.82
10569	"summer"	0.05	6.45	0	8.24	0	10.39	149.11	7.07
10569	"autumn"	0.05	8.06	0	9.62	0	11.47	66.91	11.26
10574	"winter"	0	7.44	0	9.4	0	9.62	75.39	12.74
10574	"spring"	0.05	10.32	0	9.6	0.1	12.8	53.36	10.1
10574	"summer"	0.05	7.45	0	8.68	0	10.3	285.71	7.69
10574	"autumn"	0.02	8.66	0	8.83	0	11.11	58.04	13.27
10577	"winter"	0.05	7.41	0	9.78	0	8.9	43.3	18.55
10577	"spring"	0.05	9.3	0	8.66	0	12.2	105.09	18.5
10577	"summer"	0.05	7.2	0	6.9	0	10	188.19	13.57
10577	"autumn"	0.05	8.64	0	8.88	0	10.95	85.59	16.82
10578	"winter"	0.05	7.98	0	9.5	0	9.8	48.63	27.27
10578	"spring"	0.05	10.32	0	9.4	0	12.3	57.02	24.21
10578	"summer"	0.05	7.71	0	7.71	0	9.8	231.05	21.18
10578	"autumn"	0.05	9.68	0	9.81	0	10.7	114.89	23.54
10579	"winter"	0.05	7.62	0	9.99	0	9.8	55.53	13.13
10579	"spring"	0.05	9.5	0	9.2	0.1	12	82.33	10.24
10579	"summer"	0.01	7.15	0	8.1	0	10.2	325.24	9.61
10579	"autumn"	0.05	8.45	0	8.9	0	11.02	125.97	10.37
10582	"winter"	0.05	8.07	0	9.03	0	9.82	64.95	18.15
10582	"spring"	0.05	9.53	0	9.1	0	11.83	90.59	16.91
10582	"summer"	0.05	7.2	0	7	0	9.58	128.34	11.23
10582	"autumn"	0.05	9.26	0	9.42	0	10.9	78.27	20.64
10591	"winter"	0.05	8.03	0	9.25	0	9.34	43.08	14.1
10591	"spring"	0.05	9.12	0	8.77	0	12.72	113.44	12.11
10591	"summer"	0	7.19	0	7.7	0.1	10.7	102.46	8.77
10591	"autumn"	0.05	8.78	0	9.23	0	11.18	47.16	15.31
10609	"winter"	0.05	7.55	0	8.8	0	8.4	152.2	15.01
10609	"spring"	0.05	7.5	0	8.1	0	11.6	104.79	11.16
10609	"summer"	0.05	6.36	0	7.22	0	10.31	162.22	9.11
10609	"autumn"	0.05	7.77	0	8.5	0	10	82.16	12.02
10613	"winter"	0.05	7.47	0	8.6	0	9.1	58.45	12.64
10613	"spring"	0.05	8.55	0	8.97	0	11.52	44.69	11.14
10613	"summer"	0.05	6.91	0	7.5	0	10.1	123.86	9.26
10613	"autumn"	0.05	7.47	0	8.53	0	10.11	74.72	11.33
10615	"winter"	0.05	7.29	0	8.81	0	8.93	105.33	18.77
10615	"spring"	0.05	8.2	0	8.86	0	10.99	74.23	13.35
10615	"summer"	0.05	6.61	0	7.3	0	9.2	198.25	9.57
10615	"autumn"	0.02	7.48	0	8.4	0	9.19	48.44	12.43
10616	"winter"	0.05	7.2	0	8.3	0	8.43	65.34	12.11
10616	"spring"	0	8.27	0	8.89	0	11.09	119.48	12.08
10616	"summer"	0.05	6.51	0	6.91	0	9.59	79.84	9.93
10616	"autumn"	0.03	7.69	0	9.1	0	9.47	44.74	12.51
10618	"winter"	0.05	8.05	0	10.5	0	8.67	80.17	15.76
10618	"spring"	0.05	8.15	0	9.1	0	11.76	96.32	14.22
10618	"summer"	0.05	5.85	0	8.1	0.1	9.53	162.32	10.12
10618	"autumn"	0.05	7.6	0	9.99	0	11.03	80.8	14.62
10628	"winter"	0.05	7.25	0	8.9	0	8.63	49.4	12.57
10628	"spring"	0	7.93	0	8.2	0	10.3	63.98	8.82
10628	"summer"	0.05	5.75	0	6.8	0	8.9	128.66	8.96
10628	"autumn"	0.03	7.42	0	8.33	0	9.6	29.95	8.14
10635	"winter"	0	7.3	0	8.8	0	8.89	48.5	14.16
10635	"spring"	0.05	9.44	0	9.58	0	11.06	81.68	13.72
10635	"summer"	0.05	7.33	0	7.64	0	9	114.6	8.52
10635	"autumn"	0.05	8.35	0	8.71	0	10.4	90.42	12.28
10637	"winter"	0.05	7.5	0	10	0	8.3	55.75	12.94
10637	"spring"	0.05	7.95	0	8.9	0	10.9	66.57	11.62
10637	"summer"	0.05	6.1	0	7.3	0	9.3	116.84	9.36
10637	"autumn"	0	8.13	0	9.65	0	10.47	38.37	10.66
10641	"winter"	0.05	7.72	0	9.57	0	8.89	48.45	11.54
10641	"spring"	0	8.67	0.06	9.18	0	11.6	78.77	8.1
10641	"summer"	0.05	5.83	0	7.53	0	9.9	109.51	5.86
10641	"autumn"	0	9.73	0	9.97	0	10.61	37.09	8.75
10646	"winter"	0.05	7.99	0	10	0	9.5	65.46	10.4
10646	"spring"	0.05	7.87	0.1	9.03	0	11.23	126.77	9.3
10646	"summer"	0.03	5.9	0	7.93	0.07	10.26	52.41	6.73
10646	"autumn"	0	8.5	0	10	0	10.77	80.78	10.17
10648	"winter"	0.05	7.35	0	8.55	0	9.11	124.58	12.34
10648	"spring"	0	8.7	0	8.5	0	11	83.94	11.28
10648	"summer"	0.05	6.48	0	6.88	0	9.58	108.8	7.98
10648	"autumn"	0.05	7.83	0	8.8	0	9.96	74.3	12.63
10655	"winter"	0.05	7.6	0	9.6	0	9	99.32	15.75
10655	"spring"	0.03	8.17	0	8.24	0	11.3	56.35	13.58
10655	"summer"	0	6	0	6.5	0.1	9.8	133.44	8.86
10655	"autumn"	0.05	8.44	0	9.2	0	11.35	96.61	11.57
10658	"winter"	0.05	7.94	0	9.7	0	8.9	52.38	11.3
10658	"spring"	0.05	8.53	0	8.76	0	11.61	70.97	9.62
10658	"summer"	0.05	5.95	0	7.12	0	9.61	163.17	8.03
10658	"autumn"	0.05	8.5	0	8.8	0	10.9	34.84	9.36
10671	"winter"	0.05	8	0	10.4	0	8.3	48.59	12.7
10671	"spring"	0.05	8.31	0	9.19	0	11.6	205.05	11.15
10671	"summer"	0.05	6.47	0	7.5	0	10.23	91.52	8.32
10671	"autumn"	0.05	7.74	0	9.5	0	11.2	37.35	10.08
10675	"winter"	0.05	8.61	0	11.93	0	8.6	60.21	8.64
10675	"spring"	0.05	7.96	0	10.31	0	11.66	126.81	7.63
10675	"summer"	0	6	0	8.4	0	10.2	71.52	5.66
10675	"autumn"	0	8.47	0	10.4	0	10.75	39.83	6.68
10685	"winter"	0.05	7.75	0	10.16	0	8.91	40.94	12.66
10685	"spring"	0.05	8.63	0	8.9	0	12.01	73.77	11.35
10685	"summer"	0	6.55	0	7.2	0	10.4	166.4	7.98
10685	"autumn"	0	7.9	0	9.07	0	10.76	43.93	9.41
10686	"winter"	0.05	7.35	0	8.65	0	8.88	57.34	13.9
10686	"spring"	0.05	9.54	0	8.29	0.1	12.67	44.71	14.8
10686	"summer"	0.05	6.45	0	7.53	0.07	10.33	100.18	8.83
10686	"autumn"	0	9.65	0	9.31	0	10.44	141.91	12.34
10688	"winter"	0.05	7.9	0	10.4	0	8.42	76.11	14.39
10688	"spring"	0.05	8.35	0	9.3	0	11.6	73.63	10.58
10688	"summer"	0.05	6.3	0	7.41	0	10.7	116.19	6.7
10688	"autumn"	0.05	7.76	0	9.49	0	11.1	104.3	12.3
10704	"winter"	0.05	7.3	0	8.07	0	8.32	104.35	16.4
10704	"spring"	0	8.01	0	8	0	11.05	84.37	13.74
10704	"summer"	0.05	6.75	0	6.4	0	9.8	111.59	11.38
10704	"autumn"	0	7.11	0	7.9	0	9.99	193.08	14.86
10706	"winter"	0.05	6.95	0	8.15	0	8.2	148.59	12.67
10706	"spring"	0.05	8.14	0	8	0	11.3	90.79	11.91
10706	"summer"	0.05	6.5	0	6.64	0.1	9.24	76.01	9.44
10706	"autumn"	0.05	7.5	0	7.9	0	9.68	103.31	13.95
10708	"winter"	0.05	7.5	0	9	0	8.63	87.64	15.25
10708	"spring"	0.05	7.67	0	8.3	0	11.2	79.54	12.28
10708	"summer"	0.05	6.2	0	7.3	0	9.4	59.44	8.93
10708	"autumn"	0	7.4	0	9.26	0	10	104.44	10.98
10724	"winter"	0.05	7.29	0	8.1	0	8.9	87.39	21.16
10724	"spring"	0.05	9.2	0	8.73	0	11.71	64.69	18.93
10724	"summer"	0.05	7.55	0	7.33	0	9.9	176.39	14.82
10724	"autumn"	0.05	9.12	0	8.78	0	10.66	73.32	21.91
10727	"winter"	0.05	7.25	0	9.56	0	8.07	129.85	15.8
10727	"spring"	0	7.27	0	8.51	0	10.4	44.15	11.17
10727	"summer"	0.05	6.01	0	6.43	0	9.65	224.34	9.5
10727	"autumn"	0.05	7.27	0	8.89	0	11.09	47.65	11.14
10729	"winter"	0.05	8.2	0	9.9	0	8.8	78.79	11.67
10729	"spring"	0.05	7.84	0	8.94	0	11.3	102.14	8.56
10729	"summer"	0.05	5.9	0	7.3	0	9.6	80.82	7.04
10729	"autumn"	0	7.58	0	9.75	0	9.99	52.33	8.35
10733	"winter"	0.05	7.29	0	9.02	0	9.2	58.4	11.45
10733	"spring"	0.05	8.57	0	8.84	0.1	11.86	134.91	9.21
10733	"summer"	0.05	5.81	0	6.9	0	10.2	41.39	6.93
10733	"autumn"	0.05	8.2	0.1	9.4	0	11.57	94.92	11.77
10736	"winter"	0.05	8.35	0	12.42	0	9.7	143.2	9.49
10736	"spring"	0.05	8.05	0	11.34	0	11.6	115.97	8.97
10736	"summer"	0.03	5.92	0	8	0	9.71	90.07	6.07
10736	"autumn"	0	7.93	0	10.2	0	11.37	78.89	9.9
10738	"winter"	0.05	8.09	0	9.9	0	9.1	53.71	13.18
10738	"spring"	0.05	7.81	0	9.42	0.1	11.39	64.39	12.93
10738	"summer"	0	5.95	0	6.7	0	10	83.74	6.8
10738	"autumn"	0.05	7.79	0	9.16	0	11.3	70.61	11.49
10739	"winter"	0.05	7.39	0	9.1	0	9.3	167.59	11.77
10739	"spring"	0.05	8	0	8.53	0	11.21	93.26	10.84
10739	"summer"	0.05	6.16	0	6.5	0.1	9.7	204.06	6.88
10739	"autumn"	0	8.39	0	8.37	0	11.1	67.9	10.87
10742	"winter"	0.05	8.04	0	9.6	0	9.3	119.85	11.26
10742	"spring"	0.05	7.75	0	8.9	0	11.3	92.32	11.2
10742	"summer"	0.05	6.1	0	6.61	0	9.9	165.19	7.53
10742	"autumn"	0.05	7.73	0	9.1	0	10.35	98.82	9.93
10743	"winter"	0.05	8.07	0	9.6	0.1	9.3	118.8	19.85
10743	"spring"	0.05	9.29	0	8.6	0.1	12.1	310.15	17.2
10743	"summer"	0.05	6.82	0.1	7.26	0	10.73	69.14	10.79
10743	"autumn"	0	8.43	0	9.28	0	12.08	78.58	16.73
10761	"winter"	0.05	8.04	0	10.63	0	8.89	60.22	12.04
10761	"spring"	0.05	8.33	0	9.33	0	12	81.83	11.89
10761	"summer"	0.05	6.4	0	7.5	0	10.4	60.18	6.62
10761	"autumn"	0.05	7.84	0	9.68	0	11.21	50.2	11.92
10763	"winter"	0.05	7.8	0	10.87	0	8.5	168.48	12.49
10763	"spring"	0.05	8.69	0	9.6	0	12.2	60.02	12.21
10763	"summer"	0.05	6.2	0	7.8	0.1	10.5	96.8	7.42
10763	"autumn"	0.02	8.33	0	9.9	0	10.8	96.34	9.88
10765	"winter"	0.05	8.26	0	12.4	0	9.1	60.29	9.51
10765	"spring"	0.05	9.33	0	9.96	0	13.3	40.1	9.99
10765	"summer"	0.05	6.43	0	8.1	0.1	11.05	101.31	7.68
